"sales","price","discount_percent","promotion_flag","competitor_price","tv_ad_spend","digital_ad_spend","social_media_spend","search_ads_spend","influencer_spend","email_marketing","seasonality_index","competition_index","economic_sentiment","website_visits","app_downloads"
57908.86,74.26,6.86,0,80.52,768.62,1070.78,456.45,253.53,297.29,193.25,1.1,0.89,107.93,12098.09,3032.98
48950.9,78.06,1.8,0,83.75,705.3,674.6,479.71,381.68,168.09,320.33,1.3,1.04,96.34,19370.99,2395.27
22942.39,112.79,17.24,1,113.14,249.45,170.03,240.96,96.43,112.25,118.93,0.75,1.03,100.62,24324.16,5473.4
29787.51,107.71,11.84,0,119.1,434.53,325.39,386.27,135.27,199.79,318.6,0.9,1.02,120.59,15189.51,3321.91
25699.18,100.09,9.76,0,114.52,188.13,203.84,394.9,232.37,397.92,72.6,1,0.88,94.05,5705.49,8945.27
44998.83,103.51,6.37,0,93.18,507.04,783.66,480.96,398.49,322.52,280.85,1.1,1,104.57,11144.73,1104.62
44573.74,106.05,10.15,0,98.72,540.78,588.82,530.04,385.18,365.1,187.27,1.3,0.82,109.09,14637.72,3567.55
60728.03,69.03,9.68,0,66.46,638.61,784.78,660.6,1143,706.61,315.57,0.75,0.87,91.33,12679.37,2586.55
35331.93,108.54,16.43,1,115.47,423.72,310.18,606.31,177.65,230.13,115.26,0.9,0.92,99.72,8895.79,4217.69
49369.49,89.63,10.89,0,75.79,517.36,666.29,539.23,806.5,198.72,462.79,1,0.99,105.15,14948.98,2608.04
34787.6,97.67,5.03,0,98.37,408.22,460.78,406.62,283.4,122.15,71.27,1.1,1.03,84.75,31753.11,4116.6
28601.49,91.69,7.22,0,83.28,402.09,427.98,122.33,210.06,92.97,97.65,1.3,1.09,105,28645.25,3406.8
49330.66,105.48,7.98,0,104.66,751.8,423.2,594.13,717.12,224.39,120.48,0.75,0.81,114.19,11897.54,5911.88
51709.24,91.11,12.85,0,81.72,805.48,810.29,364.78,387.4,362.38,123.1,0.9,0.75,91.71,16914.9,1308.52
37520.8,101.1,5.47,0,113.24,584.28,345.21,542.2,224.77,93.24,97.2,1,0.88,101.69,15239.15,5432.15
41370.45,90.65,17.95,1,90.44,499.86,599.01,390.05,247.75,573.69,130.13,1.1,0.97,104.22,29071.82,714.2
46575.99,83.32,7.03,0,83.68,526.92,715.06,496.78,290.05,246.76,135.88,1.3,0.74,116.01,18622.79,5174.88
41391.79,109.85,5.98,0,126.25,810.4,426.55,470.82,183.34,183.7,109.15,0.75,0.72,106.58,27629.32,1253.48
45287.97,103.83,11.03,0,98.83,796.4,629.36,187.37,242.45,133.06,110.29,0.9,1.02,111.71,9784.74,2255.82
24212.04,116.84,18.65,1,105.31,353.29,250.91,158.55,217.73,166.32,81.95,1,0.67,107.77,25058.91,896.21
21503.32,95.75,5.41,0,92.94,191.24,245.42,144.35,96.67,46.92,45.72,1.1,0.71,115.28,14605.76,3181.81
33134.21,108.73,5.47,0,105.26,342.32,558.4,293.57,238.95,155.07,202.13,1.3,0.82,93.97,12781.03,6819.2
55947.68,120.41,14.18,0,126.31,1049.16,680.21,475.67,454.75,236.78,280.58,0.75,0.81,125.26,7809.59,1642.06
23729.71,91.84,10.06,0,91.34,256.59,241.41,221.16,166.58,178.48,73.47,0.9,0.74,112.08,36285.38,3582.37
45752.55,81.05,8.85,0,73.85,815.17,490.78,485.24,228.91,272.58,155.06,1,0.92,96.42,55388.83,2100.98
37781.39,92.31,4.22,0,92.78,450.16,526.84,449.55,355.33,246.55,113.97,1.1,0.81,107.64,20435.15,3921.94
37856.25,92.59,6.13,0,99.06,506.81,603.92,251.55,286.14,180.87,436.6,1.3,0.75,106.31,33167,2374.31
45695.82,96.74,9.61,0,88.62,783.14,352.74,733.55,524.17,177.04,164.51,0.75,0.78,95.82,14735.5,3293.6
41788.22,116.67,4.2,0,128.93,633.38,467.69,346.25,335.66,314.78,270.47,0.9,0.66,107.09,18777.71,906.3
65137.71,91.35,7.84,0,98.61,1031.72,998.6,598.24,727.84,208.64,225.75,1,0.65,91.2,28460.12,10035.17
39999.12,99.35,4.97,0,114.26,485.3,467.47,298.55,693.39,187.9,339.16,1.1,0.75,105.36,17453.23,4326.96
40993.42,92.44,6.35,0,91.85,368.69,848.32,243.97,177.36,129.38,132.38,1.3,1.04,96.15,11363.95,4543.56
33315.87,95.23,3.6,0,100.48,558.9,389.54,230.18,212.72,89.69,89.84,0.75,1.1,107.73,32230.14,6072.57
48618.69,98.65,13.39,0,93.83,757.94,509.84,450.92,568.66,199.85,180.8,0.9,0.9,105.66,16115.75,2596.05
35259.42,111.42,5.26,0,111.33,458.7,348.24,241.13,522.75,148.67,167.12,1,0.85,92.23,11533.92,702.69
56513.19,96.39,4.64,0,90.37,534.18,961.63,984.24,471,528.01,200.26,1.1,0.8,87.07,34322.86,2554.81
23015.07,103.48,8.63,0,115.04,336.95,221.81,198.88,100.1,79.19,127.75,1.3,1.11,87.8,23339.3,1844.31
30302.12,104.31,11.64,0,94.75,386.22,401.58,183.23,217.45,239.07,238.68,0.75,0.91,108.07,20436.98,1356.41
37150.28,106.02,6.31,0,113.59,548.67,340.37,456.41,197.97,386.45,73.77,0.9,0.99,98.43,7370.15,5136.71
51463.66,88.67,20.7,1,85.63,766.21,765.99,398.97,319.49,105.97,191.8,1,0.96,109.82,12312.15,3760.49
56312.45,115.48,18.54,1,108.32,998.82,695.16,353.93,407.04,87.13,166.86,1.1,1.32,95.79,13745.16,2214.86
32666.03,90.75,9.64,0,104.05,464.46,429.86,265.3,239.27,256.92,102.59,1.3,1.01,109.85,4479.76,2003.38
49820.13,93.8,6.02,0,96.5,563.42,758.17,363.28,957.97,299.5,149.76,0.75,1.02,99.38,3564.04,4628.31
24947.65,112.43,8.93,0,117.78,302.05,188.13,130.71,212.31,398.86,118.66,0.9,1.01,102.75,19855.02,1913.78
58424.14,110.96,3.64,0,114.95,852.96,881.41,685.11,440.49,289.17,326.17,1,0.85,91.15,13425.19,6587.52
31651.65,83.35,8.19,0,89.58,252.96,277.14,624.37,266.24,185.05,127.73,1.1,0.74,87.24,37366.25,2848
29755.97,85.55,3.38,0,98.19,357.5,466.3,157.08,215.02,106.23,68.13,1.3,0.78,119.06,21119.44,5269.9
38915.98,80.71,5.23,0,82.74,518.17,516.95,388.35,399.86,191.31,173.51,0.75,0.77,112.2,13132.74,7798.85
33212.44,97.1,6.87,0,109.2,533.09,354.12,276.72,230.72,124.22,141.67,0.9,0.83,113.21,11021.85,1828.02
46421.48,96.9,4.55,0,81.91,479.05,471.53,1183.51,251.66,483.4,261.55,1,0.99,89.25,22341.62,1880.82
24060.66,99.24,2.17,0,106.46,319.11,215.51,152.33,175.5,173.55,98.55,1.1,0.95,92.92,14030.31,3711.45
29009.73,101.51,1.04,0,107.1,401.43,340.88,265.37,243.4,200.92,107,1.3,1,83.14,7212.45,4863.66
36848.53,88.38,10.66,0,91.46,636.57,411.46,336.1,263.69,320.01,206.56,0.75,0.95,113.07,16918.39,704.59
31809.12,84.32,8.68,0,86.89,462.35,252.95,201.29,232.08,102.82,381.91,0.9,0.66,100.76,23108.39,1106.45
50274.59,107.46,7.95,0,105.67,571.76,814.25,390.9,524.06,425.38,177.11,1,0.84,92.77,21029.4,4287.39
28076.54,103.96,1.68,0,100.88,251.05,279.68,308.04,334.74,115.92,175.45,1.1,0.86,108.73,21009.76,1572.07
49127.31,79.26,5.01,0,88.26,584.68,494.57,888.18,324.99,386.41,176.68,1.3,1.04,92.75,21290.4,2689.26
29585.48,93.92,13.68,0,94.38,314.56,364.68,209.07,193.44,74.09,70.58,0.75,1,104.68,18306.41,5391.36
41533.4,85.32,4.78,0,95.65,575.16,520.89,434.07,283.62,100.64,160.92,0.9,0.74,89.35,16057.02,5809.05
42947.35,74.1,9.31,0,73.28,578.41,591.02,357.36,110.7,222.52,254.01,1,0.7,101.32,16937.54,2092.92
32090.08,96.73,6.71,0,90.98,301.46,416.65,347.09,183.12,131.86,94.25,1.1,0.83,114.96,29623.2,6005.31
67492.78,94.1,14.07,0,107.76,1485.19,674.61,448.58,343.22,423.32,121.59,1.3,0.9,84.93,16570.43,5998.61
43276.33,93.9,1.75,0,95.02,699.11,655.45,388.33,319,340.87,104.31,0.75,0.82,107.16,8266.68,2609.95
32905.66,97.5,5.21,0,109.62,439.47,370.67,244.28,315.78,338.23,134.95,0.9,0.73,119.82,7901.23,3480.03
33940.58,105.61,1.89,0,97.61,556.09,340.35,356.68,209.53,226.69,74.96,1,0.94,111.47,14254.48,2859.87
35926.26,97.37,2.5,0,102.21,600.14,331.96,294.86,199.29,310.14,347.38,1.1,0.87,108.53,43550.47,2251.88
44954.12,88.23,1.13,0,87.75,708.64,449.71,466.86,476.56,163.09,472.49,1.3,0.74,91.62,12713.99,7721
36917.16,86.98,6.06,0,103.73,529.6,299.27,463.99,264.71,260.71,220.79,0.75,0.79,92.91,15439.41,1513.69
63896.91,93.51,5.72,0,105.9,898.66,1053.49,848.6,376.12,327.53,198.55,0.9,0.98,110.89,20658.42,1992.02
36042.45,98.6,24.92,1,105.18,487.16,316.3,326.21,275.32,174.12,73.37,1,1.17,111.74,43881.39,2995.23
47349.57,83.86,3.15,0,82.14,585.86,359.54,908.91,377.27,213.03,477.52,1.1,0.9,93.45,18312.02,1808.25
34101.29,92.92,3.95,0,102.54,493.01,341.6,384.97,273.38,107.79,177.28,1.3,0.82,95.89,16768.99,1670.77
63489.01,106.69,1.1,0,115.29,1300.05,676.06,664.74,499.7,532.5,311.52,0.75,0.93,106.82,16105.96,1025.83
35995.59,93.77,10.13,0,85.2,454.31,255.95,458.85,334.62,290.99,142.59,0.9,1.04,92.34,21894.14,1757.78
42513.17,87.36,8.24,0,97.99,612.75,535.52,300.62,421.84,239.31,86.42,1,0.75,122.34,27410.44,2578.94
35094.31,91.91,5.36,0,100.4,334.53,426.33,328.75,324.87,275.77,82.84,1.1,0.75,94.71,8242.82,4238.05
20303.87,108.6,5.21,0,109.12,302.35,127.26,154.23,112.13,322.52,43.67,1.3,1.33,94.87,22521.43,1837.3
23155.35,101.48,7.79,0,124.54,344.13,365.49,116.57,76.4,302.7,40.68,0.75,1.18,93.87,21207.03,1792.23
31128.02,110.2,11.37,0,121.31,425.44,349.66,383.62,204.37,205.03,175.4,0.9,0.89,96,11190.61,1644.6
30099.72,96.6,5.62,0,94.56,347.53,400.52,304.51,192.94,156.28,230.87,1,0.92,111.59,10974.56,1103.68
29998.69,99.79,4.62,0,109.66,423.72,306.77,239.88,294,146.47,60.01,1.1,0.82,120.53,61880.73,7192.55
40043.27,88.84,19.21,1,93.64,659.37,257.88,363.29,501.8,149.03,114.51,1.3,0.82,100.78,18947.46,3273.21
49443.86,102.16,3.82,0,102.75,545.93,796.73,603.02,704.76,354.53,168.41,0.75,0.77,82.08,11057.46,1945.37
59975.9,89.4,6.72,0,70.24,1057.41,771.39,320.22,550.34,433.96,197.32,0.9,0.91,108.48,26659.5,3725.36
21268.39,80.11,6.3,0,78.94,140.24,189.76,70.81,67.81,55.05,72.11,1,0.7,115.13,29900.31,3438.52
52189.12,96.47,6,0,98.59,548.14,737.66,613.53,1166.84,278.41,135.8,1.1,0.99,111.97,24858.53,2146.07
58141.42,119.99,7.44,0,129.68,1051.63,688.75,791.34,276.53,411.15,272.05,1.3,0.87,88.65,13906.08,1652.42
44743.8,104.58,2.53,0,109.73,774.79,472.36,506.65,384.6,263.86,135.51,0.75,0.78,90.73,14123.47,3534.14
47060.75,109.26,1.03,0,113.48,762.13,607.14,569.08,361.68,234.94,208.65,0.9,0.72,96.5,9442.79,3932.96
27338.25,99.18,4.01,0,114.18,233.52,264.84,457.11,224.71,290.8,209.72,1,0.76,93.13,14569.9,1041.06
41461.91,88.31,9.95,0,89.7,461.66,954.67,219.63,523.85,102.36,200.16,1.1,1.05,88.45,8727.17,1279.55
44776.49,92.72,18.59,1,86.92,546.89,467.54,362.1,801.51,334.97,147.26,1.3,0.8,94.01,56751.83,2242.06
30683.48,91.94,6.96,0,90.07,398.69,286.85,270.46,111.54,167,143.75,0.75,0.8,92.24,7928.57,3942.72
59320.19,89.8,3.19,0,90.26,705.49,1005.29,856.04,238.65,284.08,92.99,0.9,0.86,77.36,14438.78,561.8
30146.61,103.38,2.81,0,100.71,423.21,376.02,317.64,135.33,56.34,129.1,1,0.85,93.87,32467.74,1461.9
31262.53,82.29,10.24,0,72.3,377.33,245.76,384.59,239.03,215.51,120.04,1.1,0.69,108.76,23806.21,2765.35
34860.6,105.41,13.43,0,112.76,376.78,408.49,606.14,260.99,157.75,138.22,1.3,0.96,100.2,6018.23,2140.72
41936.38,105.38,15.8,1,114.51,602.88,506.49,299.91,504.83,321.94,200.34,0.75,0.84,84.39,9778.85,3843.88
37038.37,82.27,5.22,0,79.12,505.25,409.39,332.25,280.77,141.49,50.46,0.9,0.68,111.64,5348.97,1589.48
38982.33,102.58,4.61,0,108.34,512.9,713.23,214.73,457.53,99.53,223.59,1,1.14,80.7,59303.27,2578.93
67982.59,127.17,9.06,0,126.48,1336.06,763.73,653.76,401.15,605.4,184.16,1.1,0.9,92.88,29359.22,2937.36
22302.12,88.86,8.28,0,88.52,278.03,243.46,182.28,93.6,107.02,97.7,1.3,0.83,109.16,15620.81,4681.11
49165.37,105.14,14.08,0,112.55,573.44,728.45,728.68,341.58,148.92,173.41,0.75,0.97,71.96,18718.96,4994.5
41626.77,86.49,17.75,1,91.22,608.7,379.81,350.97,224.15,586.35,211.17,0.9,0.69,106.45,23326.17,2198.15
35114.35,108.54,5.18,0,105.66,448.43,448.84,302.51,364.17,272.13,216.19,1,1.08,108.1,14288.65,1978.64
25061.32,97.89,6.39,0,94.17,370.03,186.57,222.84,92.31,144.32,71.07,1.1,0.99,108.85,31595.75,947.97
79209.85,115.83,17.93,1,123.39,923.67,966.66,1349.45,711.8,904.35,321.72,1.3,1.13,96.69,8434.26,1506.01
34182.72,79.74,15.24,1,75.09,298.7,452.97,351.21,115.75,53.12,46.64,0.75,0.63,100.94,14267.53,1866.44
33981.83,94.42,2.51,0,91.03,488.68,408.21,235.68,242.25,193.56,45.58,0.9,0.75,98.91,27351.43,2648.52
51528.11,89.18,20.52,1,101.61,593.06,637.46,615.9,459.93,304.74,122.41,1,0.73,98.61,10426.47,729.73
25482.23,92.78,6.11,0,95.85,352.44,184.48,132.13,116.69,113.87,67.62,1.1,0.92,113.54,34837.11,5995.58
44943.79,88.09,3.72,0,86.72,717.27,666.27,239.56,387.59,294.91,142.48,1.3,0.94,113.98,23617.3,2727.2
26399.12,85.95,5.38,0,79.79,334.89,188.89,250.46,159.25,133.42,129.19,0.75,0.75,111.87,16483.63,1720.05
33771.42,101.83,4.2,0,110,445.24,452.08,193.45,524.83,278.07,146.55,0.9,0.85,87.66,15169.05,2716.97
66872.68,83.38,13.33,0,81.36,990.42,700.17,968.48,790.94,348.92,200.07,1,0.97,85.83,30733.51,1415.9
36187.05,113.52,2.09,0,116.69,581.21,397.7,466.67,276.54,213.45,133.77,1.1,0.89,97.91,34666.18,3523.04
42283.83,82.4,2.95,0,92.44,412.94,680.55,465.95,391.33,136.23,166.37,1.3,1.01,98.94,12804.99,963.41
39964.72,96.16,9.06,0,96.38,521.81,480.49,443.36,355.34,279.87,221.88,0.75,1.07,115.95,12239.1,5009.32
35337.17,101.27,3.76,0,112.18,427.11,532.72,283.58,187.05,149.28,175.7,0.9,0.88,102.01,16144.46,2935.98
27365.69,101.93,3.76,0,94.86,467.26,344.9,188.77,71.25,105.23,174.8,1,0.86,107.87,26534.97,6207.84
33764.25,91.62,3.18,0,81.16,450.53,372.77,205.9,432.46,130.74,175.91,1.1,0.82,113.58,32984.75,3042.4
33993.83,95.91,3.62,0,100.42,500.31,343.65,513.73,305.21,246.12,55.83,1.3,0.79,84.31,31510,3045.46
28541.29,106.62,1.36,0,119.61,293.13,341.92,238.6,364.26,154.22,52.65,0.75,1.06,101.93,31302.53,1671.19
41510.26,79.77,5.67,0,78.01,787.94,426.15,122.32,582.45,196.79,141.45,0.9,0.88,103.48,11996.29,5209.37
41290.38,86.49,2.28,0,86.44,607.55,722.76,263.46,238.83,243.24,134.53,1,0.85,103.8,31691.94,2847.9
30736.34,98.72,7.1,0,108.44,490.68,277.72,397.85,320.81,219.23,71.3,1.1,0.81,95.98,14241.18,6186.33
38503.44,90.06,15.16,1,88.58,369.6,730.49,342.49,258.05,192.42,102.92,1.3,0.66,97.67,11533.82,2625.56
43992.61,111.98,16.17,1,104.42,413.36,532.51,643.5,562.74,298.06,216.2,0.75,0.83,89.29,13060.37,3709.36
21925.75,102.99,22.45,1,98.34,257.39,193.12,160.38,154.35,64.56,108.67,0.9,0.75,104.33,5319.71,3611.03
41189.39,95.83,8.41,0,96.4,515.99,432.28,598.56,311.23,160.19,254.2,1,1.03,104.02,32244.88,4381
28052.41,79.28,0.48,0,71.44,407.08,304.03,225.44,199.88,385.75,97.69,1.1,0.87,92.8,14122.35,1665.91
33106.97,95.3,11.03,0,103.7,458.41,453.78,194.56,353.39,183.43,71.41,1.3,0.72,107.93,15240.17,3721.23
37015.69,91.46,6.66,0,97.67,671.53,351.43,365.43,145.27,314.14,394.82,0.75,1,96.7,16316.68,9031.21
45787.81,93.84,9.35,0,102.39,607.52,723.26,352.86,378.46,742.42,127.83,0.9,0.77,104.65,49165.11,3878.11
28663.26,82.44,5.39,0,95.16,399.1,248.56,137.04,227.82,159.88,117.97,1,0.89,103.73,25150.24,3727.98
23806.56,100.86,5.68,0,111.33,228.92,252.72,221.76,379.51,152.82,97.48,1.1,1.28,111.33,9057.01,3267.15
72207.21,83.86,14.07,0,96.05,944.47,981.1,1092.25,600.38,358.59,330.83,1.3,0.75,100.92,8213.61,602.47
24319.26,92.46,7.11,0,91.7,242.62,202.54,207.53,141.09,171.9,44,0.75,0.74,93.7,17523.98,4544.9
27363.74,99.45,16.26,1,111.31,323.82,289.64,212.76,229.22,61.18,47.92,0.9,0.84,94.03,42974.57,4713.7
31770.35,86.47,16.78,1,79.17,382.03,311.37,267.47,244.48,150.64,178.49,1,1.24,113.71,26328.78,5347.29
41341.15,101.88,3.24,0,109.15,750.81,341.7,515.14,289.87,154.03,118.26,1.1,0.92,106.82,20695.56,1845.52
32375.43,81.12,14.33,0,94.47,325.21,432.87,344.8,218.59,244.83,47.17,1.3,0.65,91.88,24157.57,5145.88
27712.39,67.81,5.72,0,81.54,290.26,375.48,163.41,138.19,96.32,49.2,0.75,0.71,113.91,21963.34,1748.74
33644.1,100.45,8.96,0,104.87,392.45,307.86,437.71,385.34,474.62,187.67,0.9,0.71,99.88,6361.99,2507.9
22369.96,105.08,5.59,0,113.94,297.79,231.74,282.13,132.62,90.41,93.79,1,0.66,91.04,8305.33,1072.32
32110.39,91.8,13.99,0,85.89,472.68,311.04,231.62,180.15,182.02,79.81,1.1,0.69,89.12,14430.03,7730.14
31269.32,100.92,3.39,0,91.06,332.31,313.26,383.83,301.29,250.07,236.53,1.3,0.78,115.62,18776.56,1958.75
50741.54,82.7,6.11,0,84.27,684.9,604.76,652.35,504.16,193.93,238.56,0.75,0.87,121.12,24975.93,3991.77
46535.66,93.56,4.94,0,97.7,682.97,710.91,293.7,486.24,277.73,222.53,0.9,0.85,83.05,17836.02,986.12
46349.38,75.26,12.15,0,75.95,516.52,610.32,510.94,409.99,487.42,403.61,1,0.88,103.71,30728.23,2891.17
31337.36,109.47,11.66,0,104.71,435.94,370.96,206.67,239.77,227.56,99.33,1.1,1.04,110.03,16490.69,2155.34
22276.63,118.76,9.01,0,109.85,289.15,294.99,123.64,132.86,151.72,87.79,1.3,0.81,103.2,14242.9,1640.43
32712.21,108.07,7.41,0,118.85,308.63,592.52,257.75,241.26,139.27,186.5,0.75,0.93,108.23,19281.96,2562.4
33850.67,94.69,7.24,0,104.68,560.35,284.97,387.36,302.55,206,173.47,0.9,1.1,109.16,11047.24,3313.13
26745.02,94.62,20.29,1,95.29,400.53,119.37,182.48,99.81,97.11,182.67,1,0.77,112.2,6424.53,1981.36
50200.16,79.2,16.72,1,92.41,597.09,631.88,638.95,311.04,166.5,214.87,1.1,0.83,91.14,23020.68,5327.64
38672.23,104.45,5.21,0,106.67,337.46,706.95,535.79,247.08,209.79,172.28,1.3,1.13,115.15,39009,4473.71
48066.62,92.63,3.5,0,102.16,851.36,550.85,413.22,495.97,323.85,634.8,0.75,0.65,107.2,21305.98,2784.33
40104.11,87.8,6.86,0,84.87,633.23,434.55,274.42,366.76,660.32,152.1,0.9,0.94,95.29,24013.62,4501.52
21436.47,80.19,0.79,0,85.86,195.63,307.81,125.72,194.39,117.54,41.81,1,1.07,111.13,21493.61,3653.82
48203.44,91.64,7.69,0,98.55,656.03,783.19,418.61,287.3,505.13,88.05,1.1,1.12,94.96,22086.68,1733.89
51546.15,85.8,4.25,0,89.57,663.89,682.03,837.18,327.75,216.31,172.57,1.3,0.88,92.92,13186.85,4261.81
32860.13,90.58,10.24,0,100.82,364.92,394.32,288.83,247.93,177.87,86.82,0.75,0.8,100.22,13217.51,6593.79
37985.13,82.09,11.5,0,82.84,627.14,487.87,168.02,308.27,212.66,94.57,0.9,0.91,97.81,8632.57,2449.48
34480.97,116.32,4.56,0,101.06,362.35,485.89,303.11,357.45,275.81,308.24,1,0.85,118.17,10820.66,3050.63
49672.11,94.82,34.46,1,94.14,543.92,808.12,455.76,340.45,246.11,277.79,1.1,0.83,109.9,21895.59,1940.81
37687.53,108.08,25.28,1,117.15,476.67,378.79,241.05,285.28,370.9,178.44,1.3,1.36,116.97,20806.53,2396.38
38245.08,69.52,3.7,0,61.04,729.48,374.62,268.64,125.02,238.16,178.66,0.75,0.83,113.13,13418.35,3317.41
79107.98,89.97,11.2,0,80,986.23,1197.25,1199.18,966.97,185.7,149.73,0.9,0.68,93.7,29401.74,2187.57
59885.08,87.6,17.46,1,89.52,951.22,747.62,368.04,677.67,559.33,479.52,1,0.66,96.43,11370.85,5112.7
74288.62,82.03,1.75,0,84.49,1086.13,1362.45,536.34,470.14,354.1,326.99,1.1,0.66,86.37,24179.24,2072.27
28447.37,114.37,6.52,0,128.61,352.15,206.86,345.29,323.34,118.65,72.64,1.3,0.81,103.88,18490.94,1707.58
40080.96,80.16,6.98,0,81.36,476.05,373.43,422.97,487.06,202.86,260.11,0.75,0.83,104.05,14252.98,5903.92
30347.41,98.7,15.43,1,104.85,340.31,357.5,288.8,290.36,228.26,299.37,0.9,1.21,109.24,7859.73,2779.88
42259.78,105.16,16.52,1,109.63,478.31,517.93,457.65,464.53,278.79,369.57,1,0.87,90.26,22975.12,3133.67
77399.82,97.05,6.36,0,105.07,1264.32,1144.56,1031.49,653.54,314.02,352.86,1.1,0.92,88.07,28178.43,4746.01
38120.5,85.53,9.14,0,93.87,611.18,342.42,341.98,255.68,387.36,105.16,1.3,0.95,95.36,28752.7,3646.86
31825.75,106.36,11.99,0,97.51,301.02,418.32,253.13,406.03,366.19,67.21,0.75,1.17,100.76,16746.41,2134.66
41040.36,96.96,1.43,0,93.64,477.94,705.69,439.12,228.87,252.68,362.94,0.9,1.01,106.37,17907.21,2204.91
39271.58,83.62,11.31,0,91.79,517.58,493.91,505.6,374.02,245.82,162.29,1,1.18,98.61,18310.92,5040.18
32630.89,80.42,5.13,0,68.98,501.46,243.71,242.37,375.24,183.28,117.72,1.1,0.74,103.47,8200.05,3959.76
26859.79,122.03,4.12,0,101.35,318.68,274.76,392.08,180.41,60.18,75.4,1.3,0.98,110.77,12747,2971.82
37353.68,87.57,14.54,0,90.3,414.82,352.72,342.45,593.4,141.05,262.33,0.75,0.99,72.19,14287.88,2481.88
30206.06,76.04,3.79,0,77.77,403.71,294.31,272.29,232.15,82.46,81.79,0.9,0.88,102.31,12186.34,2096.72
33768.84,101.28,18.01,1,100.47,439.49,243.07,357.37,267.16,232.57,175.99,1,0.88,91.56,21694.37,5238
37098.62,98.6,8.42,0,107.64,435.71,560.05,563.46,226.34,209.1,259.09,1.1,0.74,109.07,4664.34,3590.2
44230.09,80.75,3.33,0,90.61,752.4,389.35,297.74,332.35,277.33,159.91,1.3,1.18,87.71,12118.19,3653.05
35896.44,75.24,6.62,0,83.1,557.03,541.22,252.11,216.69,111.29,180.94,0.75,0.7,92.19,17607.59,1269.04
33546.69,93.68,15.24,1,94.22,428.8,415.32,290.54,276.43,245.29,249.2,0.9,1.14,96.91,14591.92,1477.69
28503.69,108.92,7.84,0,110.86,292.07,289.34,228.45,167.91,433.75,174.56,1,1.01,100.59,33983.79,2795.83
41326.49,102.54,4.41,0,107.17,574.84,684.94,339.34,322.21,224.7,222.14,1.1,0.91,79.62,14894.24,2525.67
52418.15,89.54,10.73,0,77.05,758.7,816.15,547.09,391.29,324.6,99.79,1.3,0.89,116.73,40700.27,2703.14
45629.58,85.95,1.26,0,80.9,780.1,496.58,380.28,174.71,145.39,113.54,0.75,0.77,111.01,18895.64,3088.35
32436.79,98.14,6.74,0,106.69,447.85,437.51,259.25,340.1,151.73,149.81,0.9,0.77,86.14,27045.69,5063.04
35057.19,96.81,28.43,1,100.72,397.84,513.31,362.81,426.33,135.96,106.54,1,0.73,99.6,10018.65,3163.09
29166.42,102.46,4.36,0,94.16,340.24,299.99,353.43,104.55,106.74,198.67,1.1,1.05,94.7,27193,5764.83
45396.76,90.59,3.12,0,102.44,665.7,347.18,524.03,452.12,537.14,572.53,1.3,0.82,123.71,26976.13,2476.36
45931.46,105.83,25.73,1,112.26,494.4,692.99,513.59,318.88,224.59,149.46,0.75,0.86,124.61,15183.85,2258.41
42859.12,85.99,10.22,0,83.58,639.79,474.79,622.51,191.51,338.53,306.82,0.9,1.04,108.52,16182.77,1299.2
42049.19,91.31,7.76,0,93.22,604.83,436.48,433.29,486.99,109.97,265.18,1,1.02,114.19,36922.6,2729.01
45432.45,103.83,8.76,0,106.48,724.6,611.05,466.26,231.69,174.89,167.47,1.1,1.08,102.65,6968.92,1281.72
37376.66,106.98,3.49,0,106.55,679.96,433.66,464.49,120.73,119.28,138.34,1.3,0.65,87.39,29794.62,7886.6
38939.13,75.28,3.78,0,75.67,563.57,476.69,268.62,261.55,137.08,124.88,0.75,0.7,117.02,9117.34,481.06
30810.66,96.23,8.03,0,97,245.67,491.37,290.21,169.18,177.07,57.63,0.9,1.12,96.82,9807.13,537.24
34129.44,102.2,2.96,0,109.9,390.72,558.98,234.62,169.8,323.96,261.58,1,0.71,97.27,17056.83,1855.88
58993.75,79.82,3.45,0,88.2,1272.79,564.66,413.75,509.01,143.27,296.29,1.1,1.17,77,15289.12,2266.92
36826.25,100.64,5.57,0,107.29,472.38,343.98,402.12,311.25,239.99,114.34,1.3,1.06,109.15,30837.03,725.56
43095.89,86.01,15.51,1,100.88,434.56,753.59,440.85,400.15,84.89,164.56,0.75,0.84,112.84,25166.03,2424.81
36052.81,107.37,11.95,0,115.09,382.95,356.63,580.91,312.01,103.23,168.2,0.9,0.82,107.42,42192.34,1080.88
64765.21,101.34,10.14,0,106.07,1445.68,710.94,483.49,388.45,426.2,99.6,1,0.65,96.18,14446.6,2058.14
40513.01,104.18,6.74,0,113.66,657.17,780.05,267.05,204.8,239.72,190.49,1.1,0.94,88.25,33403.75,2783.03
28354.32,96.39,3.02,0,97.25,345.38,296.8,323.47,338.24,86.31,59.96,1.3,0.92,89.32,27701.03,7196.98
35833.65,105.37,10.05,0,113.97,726.19,438.41,234.54,212.5,74.86,132.55,0.75,0.86,105.75,69356.95,1941.82
39683.81,112.12,4.51,0,134.26,519.83,526.42,461.23,352.07,393.13,99.52,0.9,0.91,112,9275.53,983.96
32831.78,120.28,8.13,0,120.66,443.19,515.01,394.16,180.58,237.5,60.62,1,0.88,94.57,12012.31,3517.24
