"UserID","ProductsViewed","TimeSpentMinutes","PastPurchases","PagesVisited","LoginFrequency","AbandonedCartCount","DeviceType","PreferredContentCategory","SubscriptionPlan","UserOrigin","FeedbackGiven","PAM_Cluster","KMeans_Cluster","KModes_Cluster"
3516,51,120,0,228,4,3,"Desktop","Apparel","Premium","Referral","No","1","3","3"
2899,39,42,87,59,16,3,"Mobile","Books","Basic","Organic","No","1","2","1"
2943,40,97,1,178,10,2,"Desktop","Apparel","Basic","Social_Media","No","1","3","3"
1116,46,152,4,150,9,6,"Desktop","Gaming","Premium","Referral","Yes","3","3","4"
3301,58,80,12,92,8,4,"Desktop","Gaming","Basic","Organic","No","1","3","2"
1916,54,77,16,199,12,6,"Desktop","Electronics","Premium","Organic","No","3","3","2"
2743,52,140,10,117,6,6,"Desktop","Books","Premium","Paid_Ad","Yes","3","3","2"
2699,24,62,534,132,20,1,"Mobile","Books","Premium","Referral","No","2","4","1"
1458,33,69,277,28,19,0,"Desktop","Electronics","Free","Paid_Ad","Yes","3","2","1"
2142,50,126,0,140,7,8,"Mobile","HomeGoods","Basic","Referral","No","4","3","1"
3936,16,14,1,29,3,0,"Desktop","HomeGoods","Free","Organic","No","1","1","2"
3791,82,70,12,233,4,7,"Mobile","Books","Free","Referral","No","2","3","1"
280,54,78,405,112,31,0,"Mobile","HomeGoods","Premium","Referral","No","4","4","4"
3496,9,13,1,14,4,2,"Mobile","HomeGoods","Free","Paid_Ad","No","2","1","1"
2927,43,42,439,182,32,0,"Desktop","HomeGoods","Free","Paid_Ad","Yes","2","4","2"
1384,51,65,3,146,11,5,"Mobile","Electronics","Premium","Paid_Ad","No","2","3","1"
2702,28,56,562,121,21,0,"Mobile","HomeGoods","Basic","Social_Media","Yes","4","4","3"
2540,9,14,1,14,3,1,"Desktop","Apparel","Basic","Organic","No","1","1","2"
3293,54,106,0,123,9,4,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","3","4"
165,7,34,108,68,19,0,"Desktop","HomeGoods","Premium","Paid_Ad","Yes","3","2","3"
486,56,74,17,147,9,6,"Mobile","Electronics","Basic","Organic","Yes","3","3","4"
896,12,18,4,25,4,0,"Desktop","Electronics","Basic","Referral","No","1","1","2"
3206,24,42,145,46,12,4,"Tablet","HomeGoods","Premium","Organic","No","3","2","3"
2704,23,42,422,135,25,0,"Desktop","Electronics","Free","Paid_Ad","Yes","3","4","2"
1808,23,55,544,90,21,1,"Mobile","Electronics","Basic","Referral","Yes","4","4","2"
2666,27,59,811,108,26,0,"Mobile","Books","Basic","Paid_Ad","No","2","4","1"
1441,55,111,15,182,10,8,"Mobile","Books","Free","Organic","No","1","3","1"
2607,37,56,406,109,31,0,"Mobile","Electronics","Premium","Referral","Yes","3","4","4"
1007,4,14,1,22,4,0,"Mobile","Apparel","Premium","Referral","Yes","4","1","4"
506,44,117,8,100,5,5,"Desktop","Books","Basic","Paid_Ad","Yes","1","3","2"
2771,57,53,1,110,6,8,"Desktop","Books","Premium","Organic","No","1","3","2"
1430,22,38,132,52,14,2,"Tablet","Books","Free","Organic","No","1","2","1"
1428,6,17,1,21,3,3,"Mobile","Books","Premium","Referral","No","4","1","1"
453,24,96,14,82,12,4,"Mobile","HomeGoods","Basic","Organic","Yes","4","2","4"
2596,13,16,2,18,2,1,"Mobile","HomeGoods","Premium","Organic","No","4","1","4"
3712,26,54,136,80,17,1,"Desktop","Apparel","Premium","Paid_Ad","No","2","2","1"
3193,37,37,140,29,18,1,"Mobile","Apparel","Premium","Referral","Yes","4","2","3"
3080,24,78,603,109,27,0,"Desktop","Books","Premium","Paid_Ad","Yes","3","4","2"
3950,25,50,96,67,17,3,"Tablet","HomeGoods","Basic","Organic","Yes","4","2","2"
2764,20,49,116,74,17,3,"Tablet","Electronics","Free","Organic","No","3","2","1"
364,22,48,100,83,15,2,"Desktop","Electronics","Free","Organic","Yes","3","2","2"
2014,36,66,284,112,22,0,"Desktop","Electronics","Free","Organic","No","3","4","2"
1287,29,46,254,76,15,0,"Desktop","HomeGoods","Free","Organic","No","1","2","2"
474,5,17,2,17,4,1,"Mobile","Books","Basic","Referral","Yes","4","1","2"
1186,33,61,2,153,10,3,"Desktop","Gaming","Premium","Referral","Yes","3","3","4"
957,31,48,462,95,26,0,"Mobile","Apparel","Premium","Paid_Ad","Yes","2","4","3"
673,32,142,6,148,9,3,"Mobile","Books","Basic","Organic","Yes","1","3","2"
2983,50,36,20,182,5,5,"Mobile","HomeGoods","Free","Referral","No","2","3","1"
3810,41,111,18,198,5,0,"Mobile","Electronics","Basic","Organic","Yes","3","3","2"
3436,41,48,18,155,11,3,"Mobile","HomeGoods","Free","Referral","No","2","3","1"
1936,48,141,2,143,3,1,"Desktop","Electronics","Premium","Organic","Yes","3","3","2"
1494,13,14,7,31,2,1,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","1","2"
822,26,61,176,44,21,0,"Mobile","Gaming","Free","Paid_Ad","No","2","2","1"
3338,31,68,496,79,26,0,"Desktop","HomeGoods","Free","Referral","No","2","4","1"
1083,25,53,143,90,17,2,"Mobile","Electronics","Premium","Paid_Ad","Yes","3","2","4"
2552,62,70,13,159,10,3,"Desktop","Books","Free","Paid_Ad","No","1","3","1"
3463,28,93,16,165,7,6,"Desktop","Gaming","Free","Organic","Yes","3","3","2"
1706,21,57,731,56,22,0,"Desktop","Books","Free","Social_Media","No","1","4","1"
965,5,14,3,13,2,1,"Mobile","Apparel","Free","Organic","No","2","1","1"
58,11,21,4,13,3,0,"Mobile","Apparel","Basic","Referral","Yes","4","1","4"
2323,35,47,133,58,18,2,"Desktop","Books","Free","Referral","Yes","3","2","2"
1563,14,21,1,28,3,2,"Tablet","Electronics","Premium","Referral","Yes","3","1","3"
395,58,92,12,113,7,4,"Mobile","Books","Free","Paid_Ad","Yes","2","3","1"
2939,38,59,18,120,4,6,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","3","4"
3419,9,15,4,12,4,0,"Mobile","Books","Free","Social_Media","No","2","1","1"
341,29,47,133,60,11,3,"Mobile","Electronics","Free","Paid_Ad","No","2","2","1"
84,14,15,5,16,3,2,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","1","2"
3359,6,12,3,14,2,0,"Mobile","Electronics","Basic","Paid_Ad","No","4","1","1"
1717,22,53,557,119,34,0,"Mobile","Books","Premium","Paid_Ad","No","2","4","1"
3993,39,51,242,91,17,0,"Mobile","Electronics","Premium","Referral","No","2","2","4"
405,17,31,82,9,13,3,"Mobile","Books","Basic","Organic","No","1","2","2"
2950,24,68,137,73,18,1,"Mobile","Gaming","Free","Referral","Yes","4","2","4"
3174,7,14,3,15,1,0,"Mobile","Electronics","Premium","Organic","Yes","3","1","4"
1998,8,24,0,16,5,2,"Desktop","Gaming","Basic","Social_Media","No","1","1","2"
2013,29,71,400,121,30,0,"Mobile","Apparel","Free","Organic","Yes","2","4","4"
1757,14,15,0,19,4,0,"Tablet","Electronics","Free","Referral","No","2","1","1"
3559,26,37,154,46,13,0,"Mobile","Apparel","Free","Organic","Yes","2","2","4"
3692,74,91,12,182,8,3,"Desktop","Gaming","Basic","Paid_Ad","Yes","1","3","2"
487,26,97,21,112,2,8,"Desktop","Electronics","Premium","Organic","Yes","3","3","2"
2179,78,75,0,193,6,5,"Mobile","Electronics","Premium","Referral","No","3","3","1"
3653,37,139,13,196,5,6,"Desktop","HomeGoods","Free","Paid_Ad","Yes","3","3","1"
412,9,19,0,14,3,2,"Mobile","Electronics","Free","Organic","Yes","3","1","4"
1539,6,16,1,24,3,1,"Desktop","Books","Basic","Social_Media","No","1","1","2"
2028,35,51,317,154,19,0,"Mobile","Apparel","Free","Social_Media","No","2","4","1"
3843,6,16,7,15,4,2,"Tablet","Gaming","Premium","Paid_Ad","Yes","3","1","4"
3122,31,53,122,72,18,2,"Mobile","Apparel","Premium","Paid_Ad","No","2","2","1"
1537,16,43,144,89,19,2,"Desktop","HomeGoods","Premium","Social_Media","No","3","2","3"
2473,23,40,73,55,5,3,"Mobile","Books","Premium","Organic","Yes","3","2","4"
216,35,37,161,135,20,0,"Desktop","Apparel","Free","Referral","No","2","2","1"
3115,60,102,13,183,6,5,"Desktop","Gaming","Premium","Organic","Yes","3","3","4"
817,15,39,116,53,15,1,"Mobile","Apparel","Premium","Paid_Ad","Yes","2","2","4"
3239,26,64,512,103,23,1,"Tablet","HomeGoods","Free","Paid_Ad","No","2","4","1"
1917,31,111,4,157,13,4,"Mobile","Apparel","Free","Paid_Ad","No","2","3","1"
1254,47,141,6,116,7,6,"Desktop","Gaming","Premium","Referral","Yes","3","3","4"
3129,16,47,172,62,15,1,"Mobile","Apparel","Free","Paid_Ad","No","2","2","1"
3551,10,18,3,20,5,2,"Mobile","Apparel","Basic","Referral","No","4","1","1"
1890,29,50,160,107,35,1,"Mobile","Books","Basic","Organic","Yes","1","4","2"
348,30,51,129,46,10,3,"Tablet","Books","Basic","Organic","Yes","1","2","2"
1023,41,29,480,53,17,0,"Mobile","Books","Free","Social_Media","No","2","4","1"
324,34,65,669,110,35,0,"Desktop","Gaming","Premium","Organic","Yes","3","4","4"
3061,8,19,1,17,3,2,"Desktop","Apparel","Basic","Organic","No","1","1","2"
492,55,137,4,147,8,5,"Tablet","Books","Basic","Organic","No","1","3","2"
3942,53,115,9,106,5,3,"Mobile","HomeGoods","Basic","Organic","Yes","4","3","2"
3299,22,58,56,62,19,3,"Desktop","HomeGoods","Basic","Referral","No","1","2","2"
2491,25,41,501,52,35,0,"Tablet","Gaming","Premium","Organic","Yes","3","4","4"
1157,20,148,24,120,7,5,"Tablet","Books","Basic","Organic","Yes","1","3","2"
3483,33,40,179,47,18,2,"Desktop","Books","Basic","Paid_Ad","No","1","2","2"
2893,46,119,17,151,6,6,"Desktop","Gaming","Free","Social_Media","No","1","3","1"
2262,6,15,0,25,1,2,"Desktop","Gaming","Premium","Social_Media","Yes","3","1","4"
3615,25,49,109,59,10,2,"Mobile","HomeGoods","Premium","Organic","Yes","3","2","4"
1194,10,17,3,17,3,1,"Mobile","Books","Premium","Paid_Ad","No","2","1","1"
2543,26,40,671,102,39,0,"Desktop","Electronics","Premium","Organic","No","3","4","4"
576,23,24,377,124,28,0,"Desktop","Gaming","Premium","Referral","Yes","3","4","4"
3332,47,168,15,138,8,6,"Tablet","Books","Premium","Organic","Yes","3","3","2"
892,4,13,4,21,2,0,"Mobile","Books","Premium","Paid_Ad","No","2","1","1"
1747,4,16,1,6,2,1,"Mobile","HomeGoods","Free","Social_Media","No","2","1","1"
80,45,109,15,160,13,2,"Desktop","HomeGoods","Basic","Paid_Ad","Yes","4","3","2"
3413,35,51,96,73,21,2,"Mobile","Apparel","Basic","Organic","No","1","2","2"
3284,31,70,335,146,27,0,"Mobile","Gaming","Premium","Paid_Ad","Yes","2","4","4"
2462,29,73,257,143,27,1,"Mobile","HomeGoods","Free","Social_Media","No","2","4","1"
1899,81,81,0,191,12,6,"Desktop","Gaming","Free","Paid_Ad","No","2","3","1"
1714,5,19,0,11,3,1,"Desktop","HomeGoods","Basic","Social_Media","Yes","4","1","2"
3552,18,29,144,73,11,0,"Mobile","Gaming","Basic","Paid_Ad","Yes","4","2","4"
2023,12,16,2,19,4,0,"Tablet","Gaming","Basic","Organic","No","1","1","2"
3201,29,40,195,47,15,2,"Mobile","HomeGoods","Basic","Organic","No","1","2","1"
3720,11,82,415,47,30,0,"Desktop","Books","Free","Referral","No","1","4","1"
1648,6,15,1,13,3,0,"Desktop","Apparel","Free","Referral","No","2","1","1"
278,24,50,51,100,17,1,"Tablet","Apparel","Premium","Social_Media","Yes","3","2","3"
1406,5,22,2,26,2,2,"Desktop","HomeGoods","Basic","Paid_Ad","Yes","4","1","2"
3813,45,55,500,46,21,0,"Mobile","Electronics","Premium","Organic","Yes","3","4","4"
3964,19,65,503,111,23,2,"Mobile","Books","Free","Referral","Yes","4","4","1"
1444,23,33,85,22,26,1,"Desktop","Apparel","Basic","Organic","Yes","3","2","2"
3489,10,12,0,24,2,3,"Mobile","Gaming","Premium","Referral","No","4","1","4"
2364,10,9,4,6,1,1,"Tablet","Books","Basic","Organic","No","1","1","2"
3478,19,47,103,74,14,1,"Desktop","Gaming","Basic","Paid_Ad","No","1","2","2"
1282,8,10,4,10,5,1,"Mobile","Apparel","Basic","Paid_Ad","No","2","1","1"
3322,34,33,77,89,16,4,"Mobile","Books","Premium","Paid_Ad","No","2","2","1"
1476,24,65,429,75,22,0,"Mobile","HomeGoods","Premium","Paid_Ad","Yes","4","4","4"
183,35,43,649,78,13,0,"Desktop","Gaming","Free","Organic","No","1","4","2"
676,31,60,505,117,10,0,"Desktop","HomeGoods","Free","Social_Media","Yes","3","4","3"
2488,21,68,354,128,20,0,"Desktop","HomeGoods","Premium","Referral","No","3","4","2"
2765,44,49,357,85,6,0,"Mobile","Apparel","Basic","Paid_Ad","No","2","2","1"
3259,9,10,4,26,6,2,"Desktop","Books","Free","Organic","No","1","1","1"
1344,56,87,26,143,8,4,"Desktop","Apparel","Premium","Referral","Yes","3","3","3"
3001,19,108,23,154,11,3,"Mobile","Apparel","Free","Social_Media","No","2","3","1"
3270,32,42,87,51,18,0,"Mobile","Electronics","Free","Social_Media","No","2","2","1"
1275,3,16,0,41,3,2,"Mobile","Apparel","Free","Paid_Ad","Yes","2","1","1"
3962,14,61,500,121,28,0,"Desktop","Apparel","Basic","Referral","Yes","4","4","2"
142,29,59,139,61,20,1,"Mobile","Apparel","Free","Organic","No","2","2","1"
1633,21,46,65,58,8,2,"Desktop","Apparel","Free","Social_Media","No","2","2","1"
2493,26,29,573,96,26,0,"Mobile","Books","Premium","Organic","No","1","4","1"
173,8,20,3,11,3,2,"Mobile","Apparel","Free","Referral","No","2","1","1"
3540,59,95,10,162,7,2,"Mobile","Apparel","Basic","Referral","Yes","4","3","2"
1830,8,19,0,14,1,0,"Desktop","Electronics","Premium","Organic","No","3","1","4"
1762,17,99,8,180,8,4,"Mobile","Apparel","Premium","Social_Media","No","2","3","3"
861,17,44,143,82,16,2,"Mobile","HomeGoods","Basic","Organic","Yes","4","2","2"
1453,42,64,611,80,34,0,"Mobile","Apparel","Basic","Organic","No","2","4","2"
1316,60,86,0,182,7,8,"Desktop","Gaming","Premium","Paid_Ad","Yes","3","3","4"
1771,31,54,442,84,21,0,"Mobile","Apparel","Premium","Social_Media","Yes","2","4","3"
3804,32,38,92,55,13,1,"Mobile","Apparel","Free","Paid_Ad","No","2","2","1"
766,43,115,0,232,9,7,"Desktop","Books","Free","Organic","No","1","3","2"
1484,7,16,2,16,4,0,"Desktop","HomeGoods","Basic","Referral","Yes","4","1","2"
156,26,35,180,44,17,2,"Desktop","Electronics","Premium","Paid_Ad","Yes","3","2","2"
1687,27,76,442,107,4,0,"Mobile","Gaming","Premium","Social_Media","Yes","3","4","4"
1617,34,75,558,53,36,0,"Mobile","Electronics","Basic","Paid_Ad","Yes","4","4","4"
1424,9,13,2,27,2,1,"Mobile","HomeGoods","Free","Organic","Yes","4","1","4"
2330,34,60,243,125,19,0,"Desktop","Books","Free","Organic","Yes","3","4","2"
3984,73,113,7,167,11,7,"Tablet","Apparel","Free","Paid_Ad","No","2","3","1"
3045,20,39,134,76,22,2,"Desktop","HomeGoods","Free","Paid_Ad","Yes","3","2","2"
3716,30,45,144,61,20,1,"Desktop","Electronics","Basic","Organic","No","1","2","2"
3258,14,9,4,5,2,2,"Tablet","Electronics","Premium","Social_Media","Yes","3","1","3"
2231,6,11,2,11,4,1,"Mobile","Books","Premium","Organic","Yes","3","1","4"
1947,48,131,22,164,13,5,"Mobile","HomeGoods","Basic","Paid_Ad","No","2","3","1"
308,66,128,7,124,7,7,"Mobile","Apparel","Basic","Paid_Ad","No","2","3","1"
2255,33,39,132,44,19,1,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","2","1"
3696,57,99,16,163,6,7,"Mobile","Books","Basic","Paid_Ad","Yes","4","3","2"
663,55,120,13,209,10,7,"Mobile","Gaming","Basic","Organic","Yes","4","3","4"
82,33,58,806,95,36,0,"Mobile","Apparel","Premium","Organic","Yes","3","4","4"
1200,30,42,93,98,17,2,"Desktop","Apparel","Basic","Paid_Ad","No","1","2","2"
2686,37,55,391,63,38,0,"Mobile","Apparel","Basic","Paid_Ad","No","2","4","1"
3606,13,25,3,15,5,0,"Mobile","Apparel","Basic","Social_Media","No","2","1","3"
3398,18,56,574,66,16,0,"Mobile","Books","Basic","Paid_Ad","Yes","4","4","2"
3310,23,71,465,70,24,0,"Mobile","Apparel","Free","Paid_Ad","No","2","4","1"
53,7,17,0,10,3,2,"Mobile","Books","Basic","Organic","No","1","1","2"
1043,15,46,65,74,15,3,"Desktop","Electronics","Basic","Paid_Ad","Yes","3","2","2"
1233,25,44,157,80,17,2,"Mobile","Books","Free","Paid_Ad","Yes","2","2","1"
62,52,72,10,179,12,4,"Mobile","Books","Basic","Organic","No","1","3","1"
812,21,77,528,67,28,1,"Mobile","Apparel","Free","Paid_Ad","No","2","4","1"
1140,21,60,141,37,13,1,"Mobile","HomeGoods","Free","Organic","No","2","2","1"
1923,9,14,2,29,4,2,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","1","1"
843,12,58,443,128,16,0,"Desktop","HomeGoods","Basic","Organic","Yes","3","4","2"
2929,29,63,561,123,19,0,"Desktop","Books","Premium","Referral","Yes","3","4","2"
2756,29,32,151,36,20,0,"Tablet","HomeGoods","Basic","Referral","Yes","4","2","3"
992,78,101,5,130,8,3,"Desktop","HomeGoods","Basic","Organic","Yes","1","3","2"
1924,24,26,103,59,20,3,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","2","2"
117,30,60,433,77,35,0,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","4","2"
3331,29,42,123,59,14,2,"Mobile","Books","Free","Organic","Yes","3","2","2"
1928,51,134,8,181,13,5,"Desktop","Electronics","Basic","Organic","No","1","3","2"
3017,7,11,3,24,2,1,"Mobile","Electronics","Basic","Social_Media","No","4","1","1"
2731,31,40,67,77,19,2,"Desktop","Apparel","Basic","Referral","No","1","2","2"
3854,29,108,20,254,14,8,"Desktop","Books","Free","Paid_Ad","Yes","1","3","1"
1666,23,43,91,68,15,4,"Desktop","Gaming","Premium","Referral","Yes","3","2","4"
2694,26,68,424,97,29,0,"Desktop","Books","Free","Social_Media","Yes","3","4","2"
1250,22,67,723,86,26,0,"Desktop","Gaming","Basic","Organic","Yes","3","4","2"
1896,19,74,450,126,12,0,"Mobile","Apparel","Free","Organic","No","2","4","1"
1536,33,61,81,110,5,2,"Desktop","Books","Free","Organic","No","1","2","1"
3776,10,16,3,30,4,2,"Tablet","Books","Free","Paid_Ad","No","2","1","1"
3085,32,52,89,46,16,3,"Mobile","Apparel","Basic","Referral","Yes","4","2","3"
465,37,74,652,82,32,1,"Mobile","Electronics","Basic","Referral","No","2","4","1"
3402,73,160,0,79,8,3,"Mobile","Gaming","Basic","Organic","Yes","4","3","4"
3473,15,7,4,21,3,1,"Desktop","Electronics","Basic","Organic","Yes","3","1","2"
2835,23,42,56,66,11,3,"Mobile","Apparel","Basic","Organic","Yes","4","2","4"
2430,14,12,0,19,3,0,"Mobile","Apparel","Basic","Organic","No","1","1","2"
1871,25,51,176,96,20,2,"Mobile","HomeGoods","Premium","Organic","No","2","2","4"
2823,34,76,561,95,25,0,"Mobile","HomeGoods","Free","Referral","No","2","4","1"
2212,35,78,420,56,15,0,"Mobile","HomeGoods","Basic","Organic","No","1","4","2"
1562,18,50,143,74,19,1,"Mobile","Gaming","Basic","Social_Media","Yes","4","2","4"
3687,4,14,3,30,5,2,"Desktop","Electronics","Premium","Organic","Yes","3","1","2"
2962,57,47,15,130,8,4,"Tablet","HomeGoods","Free","Paid_Ad","Yes","2","3","1"
2652,8,12,2,16,1,0,"Mobile","Gaming","Premium","Organic","No","1","1","4"
406,14,33,41,74,18,3,"Desktop","HomeGoods","Premium","Referral","No","3","2","1"
2953,9,21,2,19,3,1,"Mobile","Electronics","Basic","Organic","No","1","1","1"
3356,27,65,436,89,32,0,"Mobile","Electronics","Premium","Organic","Yes","3","4","4"
494,50,88,363,87,25,0,"Mobile","HomeGoods","Premium","Organic","No","2","4","4"
3155,25,57,688,110,17,0,"Tablet","Books","Basic","Organic","Yes","1","4","2"
1482,50,84,3,155,4,7,"Tablet","Gaming","Premium","Organic","No","1","3","4"
143,27,90,8,180,12,7,"Desktop","Books","Free","Organic","No","1","3","1"
2329,40,52,100,66,22,2,"Mobile","Books","Basic","Referral","Yes","4","2","2"
2617,28,120,4,173,13,8,"Mobile","Gaming","Free","Organic","Yes","2","3","4"
723,25,52,429,124,28,0,"Desktop","Gaming","Basic","Referral","Yes","4","4","2"
1137,30,54,116,74,25,2,"Desktop","Electronics","Free","Referral","No","3","2","1"
3195,10,19,0,26,1,1,"Mobile","Electronics","Premium","Social_Media","No","3","1","3"
2870,35,46,179,68,21,3,"Desktop","Gaming","Free","Referral","No","2","2","1"
186,29,44,122,56,7,3,"Mobile","Apparel","Premium","Paid_Ad","No","2","2","1"
2866,5,11,3,18,4,2,"Mobile","Apparel","Basic","Organic","Yes","4","1","4"
2906,7,61,338,120,31,0,"Mobile","Electronics","Free","Organic","Yes","3","4","4"
2937,30,44,496,37,33,0,"Mobile","Books","Free","Social_Media","Yes","2","4","1"
3233,28,31,191,66,6,1,"Tablet","Apparel","Free","Paid_Ad","No","2","2","1"
1837,25,44,581,83,15,0,"Mobile","Apparel","Free","Organic","No","2","4","1"
838,18,66,248,55,29,0,"Mobile","HomeGoods","Free","Paid_Ad","No","2","4","1"
2900,41,153,14,157,9,6,"Mobile","HomeGoods","Basic","Paid_Ad","Yes","4","3","2"
342,52,39,13,186,3,5,"Mobile","HomeGoods","Free","Organic","No","2","3","1"
2232,12,14,3,35,4,1,"Mobile","Apparel","Premium","Organic","Yes","3","1","4"
1349,22,67,407,93,36,0,"Mobile","Apparel","Free","Paid_Ad","Yes","2","4","1"
2884,22,69,391,103,27,1,"Desktop","HomeGoods","Free","Organic","Yes","3","4","2"
3733,23,91,1,144,2,7,"Mobile","HomeGoods","Basic","Organic","Yes","4","3","4"
2721,8,14,0,7,4,0,"Desktop","Electronics","Premium","Organic","No","3","1","2"
2168,8,6,1,29,2,3,"Mobile","Books","Premium","Referral","Yes","4","1","4"
2349,30,52,121,76,17,1,"Desktop","Books","Premium","Organic","Yes","3","2","2"
496,9,15,2,24,3,1,"Desktop","Books","Free","Organic","No","1","1","1"
26,34,50,666,129,22,0,"Mobile","Apparel","Basic","Social_Media","Yes","4","4","3"
2276,5,17,0,24,2,0,"Desktop","Electronics","Premium","Organic","Yes","3","1","2"
3652,65,41,11,160,13,4,"Mobile","Gaming","Basic","Referral","Yes","4","3","4"
1576,28,39,447,130,6,0,"Mobile","Gaming","Premium","Referral","Yes","4","4","4"
3501,54,49,22,74,3,7,"Mobile","Electronics","Basic","Referral","Yes","4","3","4"
374,28,55,121,66,10,3,"Tablet","HomeGoods","Premium","Social_Media","Yes","3","2","3"
679,25,38,83,112,10,2,"Mobile","HomeGoods","Basic","Organic","No","1","2","1"
2974,29,122,12,128,9,3,"Mobile","Books","Premium","Paid_Ad","No","2","3","1"
2207,42,86,19,244,3,7,"Mobile","HomeGoods","Premium","Organic","Yes","3","3","4"
2774,26,53,71,69,14,1,"Mobile","Electronics","Free","Social_Media","Yes","3","2","4"
3278,73,145,6,210,9,9,"Tablet","Gaming","Basic","Organic","Yes","1","3","4"
437,47,131,17,237,12,3,"Desktop","HomeGoods","Basic","Organic","No","1","3","2"
1149,31,55,55,89,21,1,"Desktop","Electronics","Free","Organic","Yes","3","2","2"
322,29,46,56,39,12,1,"Mobile","Apparel","Free","Referral","No","2","2","1"
144,61,96,29,150,6,7,"Desktop","HomeGoods","Basic","Social_Media","Yes","4","3","2"
1944,36,62,607,104,21,1,"Desktop","Electronics","Basic","Referral","Yes","3","4","2"
2283,10,44,117,74,14,3,"Desktop","Books","Free","Social_Media","No","1","2","1"
1110,35,63,505,142,26,0,"Mobile","Electronics","Free","Referral","Yes","4","4","4"
1906,31,47,401,61,30,0,"Mobile","Apparel","Free","Organic","No","2","4","1"
77,18,41,75,108,21,4,"Mobile","Gaming","Premium","Social_Media","No","2","2","4"
2397,49,71,18,149,7,3,"Mobile","Apparel","Basic","Paid_Ad","No","2","3","1"
3584,7,11,4,15,4,1,"Tablet","Apparel","Premium","Social_Media","Yes","3","1","3"
1087,51,72,8,226,9,6,"Desktop","HomeGoods","Free","Referral","No","1","3","1"
2480,15,41,64,85,17,3,"Desktop","Apparel","Premium","Paid_Ad","Yes","3","2","3"
2966,51,53,32,183,13,3,"Mobile","HomeGoods","Premium","Referral","Yes","4","3","4"
3634,24,35,361,74,19,0,"Mobile","HomeGoods","Premium","Organic","No","2","4","4"
2178,2,10,2,24,3,0,"Mobile","HomeGoods","Free","Referral","No","4","1","1"
1577,32,137,15,157,9,8,"Mobile","Gaming","Free","Paid_Ad","Yes","2","3","4"
1721,7,24,4,11,5,2,"Mobile","HomeGoods","Basic","Organic","No","4","1","1"
739,32,43,57,33,8,1,"Desktop","HomeGoods","Free","Referral","No","1","2","1"
2169,29,71,598,119,18,0,"Tablet","Books","Basic","Organic","Yes","1","4","2"
2259,33,123,0,174,11,4,"Desktop","Gaming","Basic","Social_Media","No","1","3","2"
3866,39,77,306,90,28,0,"Tablet","Apparel","Free","Referral","No","2","4","1"
3357,23,36,130,90,13,1,"Desktop","Apparel","Basic","Paid_Ad","Yes","2","2","2"
3062,55,90,16,184,9,3,"Desktop","Books","Basic","Paid_Ad","Yes","1","3","2"
970,25,51,151,48,16,2,"Desktop","Electronics","Basic","Organic","No","1","2","2"
2775,19,81,624,120,24,0,"Desktop","Apparel","Free","Organic","No","2","4","1"
3777,5,17,3,38,2,2,"Mobile","Apparel","Free","Paid_Ad","No","2","1","1"
710,18,42,88,116,22,3,"Mobile","Apparel","Free","Paid_Ad","No","2","2","1"
443,34,64,681,73,15,0,"Tablet","Electronics","Premium","Organic","Yes","3","4","3"
2780,22,53,59,80,11,3,"Mobile","HomeGoods","Basic","Organic","No","1","2","1"
2917,9,5,5,12,5,0,"Tablet","Books","Free","Organic","No","1","1","1"
2797,24,59,578,103,15,1,"Mobile","Gaming","Free","Organic","No","2","4","4"
2669,2,51,41,78,10,2,"Mobile","Electronics","Basic","Paid_Ad","No","2","2","1"
2855,7,7,0,18,2,0,"Desktop","Electronics","Basic","Organic","No","1","1","2"
3828,18,37,508,62,18,0,"Mobile","Electronics","Free","Paid_Ad","No","2","4","1"
2791,57,106,5,135,7,5,"Desktop","Electronics","Basic","Paid_Ad","Yes","3","3","2"
2025,48,62,15,137,5,6,"Desktop","Electronics","Basic","Organic","Yes","3","3","2"
1448,42,53,146,44,9,3,"Mobile","Electronics","Premium","Paid_Ad","No","2","2","1"
1497,5,7,2,14,3,5,"Desktop","HomeGoods","Free","Paid_Ad","No","2","1","1"
1145,31,63,1,102,6,2,"Desktop","Electronics","Premium","Referral","Yes","3","2","4"
2030,20,71,627,116,16,0,"Mobile","Apparel","Free","Social_Media","No","2","4","1"
3144,21,34,126,70,12,2,"Desktop","Books","Free","Organic","Yes","3","2","2"
29,21,37,161,38,11,2,"Mobile","Apparel","Free","Organic","No","2","2","1"
3985,31,62,680,69,27,0,"Tablet","Apparel","Free","Paid_Ad","No","2","4","1"
1793,23,37,797,112,28,0,"Mobile","Books","Basic","Paid_Ad","No","2","4","1"
394,6,16,2,30,2,1,"Desktop","Electronics","Premium","Organic","No","3","1","2"
3998,37,101,451,141,22,0,"Mobile","Electronics","Free","Referral","Yes","4","4","4"
3986,12,12,4,28,3,0,"Desktop","Books","Free","Referral","No","1","1","1"
