"UserID","DeviceType","PreferredContentCategory","SubscriptionPlan","UserOrigin","FeedbackGiven"
2175,"Desktop","Electronics","Premium","Organic","Yes"
1853,"Desktop","HomeGoods","Basic","Paid_Ad","No"
2012,"Desktop","Apparel","Free","Paid_Ad","Yes"
1824,"Mobile","Apparel","Basic","Social_Media","No"
2424,"Mobile","Electronics","Free","Organic","No"
847,"Mobile","Books","Premium","Paid_Ad","No"
3145,"Mobile","Apparel","Free","Organic","Yes"
1564,"Desktop","Books","Free","Organic","No"
159,"Desktop","HomeGoods","Basic","Organic","Yes"
3544,"Tablet","Books","Basic","Referral","No"
3891,"Mobile","Books","Premium","Paid_Ad","No"
1982,"Mobile","Books","Free","Paid_Ad","Yes"
3697,"Desktop","Gaming","Premium","Organic","No"
3089,"Desktop","HomeGoods","Premium","Referral","Yes"
3735,"Mobile","HomeGoods","Premium","Referral","Yes"
380,"Mobile","Apparel","Basic","Paid_Ad","Yes"
1530,"Desktop","Books","Premium","Paid_Ad","No"
1779,"Desktop","Electronics","Premium","Organic","No"
2665,"Mobile","Apparel","Basic","Organic","Yes"
896,"Desktop","Electronics","Basic","Referral","No"
1762,"Mobile","Apparel","Premium","Social_Media","No"
2572,"Tablet","Apparel","Free","Social_Media","No"
3663,"Desktop","Apparel","Premium","Organic","Yes"
661,"Desktop","Gaming","Premium","Paid_Ad","No"
1885,"Mobile","Electronics","Premium","Organic","Yes"
3280,"Tablet","Gaming","Basic","Organic","No"
1106,"Desktop","Electronics","Basic","Social_Media","Yes"
1525,"Mobile","HomeGoods","Basic","Referral","Yes"
3809,"Desktop","Books","Basic","Organic","Yes"
2507,"Desktop","Gaming","Premium","Organic","No"
1258,"Mobile","Electronics","Free","Paid_Ad","No"
749,"Mobile","Gaming","Premium","Organic","No"
2982,"Mobile","Gaming","Premium","Paid_Ad","No"
3465,"Desktop","Books","Free","Referral","No"
2558,"Mobile","HomeGoods","Free","Organic","Yes"
310,"Desktop","Electronics","Premium","Social_Media","No"
3879,"Mobile","Apparel","Free","Paid_Ad","No"
2265,"Mobile","Gaming","Basic","Paid_Ad","Yes"
3677,"Mobile","Electronics","Basic","Social_Media","No"
3894,"Mobile","Electronics","Free","Social_Media","Yes"
3040,"Desktop","Apparel","Free","Referral","Yes"
1976,"Mobile","HomeGoods","Premium","Paid_Ad","Yes"
2344,"Desktop","Gaming","Basic","Organic","Yes"
1142,"Desktop","Books","Free","Referral","Yes"
289,"Mobile","Apparel","Free","Paid_Ad","Yes"
181,"Mobile","Electronics","Basic","Organic","Yes"
3882,"Desktop","HomeGoods","Premium","Organic","Yes"
3222,"Desktop","Electronics","Premium","Organic","Yes"
3717,"Desktop","Books","Free","Referral","No"
554,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
2884,"Desktop","HomeGoods","Free","Organic","Yes"
603,"Desktop","Gaming","Premium","Paid_Ad","Yes"
2904,"Tablet","Apparel","Premium","Organic","Yes"
2364,"Tablet","Books","Basic","Organic","No"
2111,"Desktop","Apparel","Free","Social_Media","Yes"
3030,"Mobile","HomeGoods","Free","Organic","No"
459,"Desktop","Electronics","Basic","Referral","Yes"
3420,"Mobile","HomeGoods","Basic","Social_Media","Yes"
1890,"Mobile","Books","Basic","Organic","Yes"
1091,"Mobile","Apparel","Basic","Paid_Ad","Yes"
1628,"Desktop","Books","Premium","Paid_Ad","No"
699,"Desktop","Apparel","Premium","Referral","Yes"
1842,"Mobile","Books","Premium","Referral","Yes"
2466,"Desktop","Books","Basic","Organic","No"
192,"Mobile","HomeGoods","Free","Referral","No"
2960,"Tablet","Books","Free","Referral","No"
172,"Mobile","Apparel","Premium","Organic","No"
428,"Mobile","Books","Premium","Social_Media","No"
2922,"Mobile","Apparel","Basic","Referral","Yes"
3910,"Tablet","Electronics","Basic","Paid_Ad","Yes"
2555,"Mobile","Apparel","Premium","Referral","Yes"
3390,"Desktop","Electronics","Free","Organic","No"
410,"Desktop","Books","Free","Social_Media","No"
3161,"Desktop","Electronics","Free","Organic","No"
2704,"Desktop","Electronics","Free","Paid_Ad","Yes"
867,"Desktop","Apparel","Basic","Paid_Ad","No"
619,"Tablet","HomeGoods","Free","Referral","No"
2690,"Mobile","Books","Premium","Paid_Ad","No"
680,"Desktop","Electronics","Basic","Social_Media","Yes"
190,"Mobile","Electronics","Free","Paid_Ad","Yes"
230,"Tablet","Apparel","Premium","Organic","No"
400,"Mobile","Books","Basic","Social_Media","No"
3543,"Mobile","HomeGoods","Premium","Social_Media","No"
2460,"Tablet","HomeGoods","Premium","Referral","Yes"
3218,"Desktop","Gaming","Premium","Organic","No"
2034,"Desktop","Electronics","Basic","Organic","No"
2527,"Desktop","Apparel","Premium","Paid_Ad","Yes"
1541,"Desktop","Electronics","Free","Social_Media","Yes"
3903,"Mobile","Electronics","Free","Social_Media","Yes"
3393,"Tablet","Electronics","Free","Referral","Yes"
3699,"Desktop","Apparel","Free","Referral","No"
1750,"Desktop","Books","Basic","Organic","No"
3793,"Tablet","Apparel","Basic","Paid_Ad","Yes"
2502,"Tablet","Books","Basic","Social_Media","Yes"
287,"Mobile","Electronics","Premium","Organic","Yes"
3921,"Mobile","HomeGoods","Free","Social_Media","No"
3629,"Mobile","Apparel","Basic","Organic","No"
2353,"Mobile","Electronics","Basic","Organic","Yes"
597,"Tablet","HomeGoods","Basic","Paid_Ad","Yes"
741,"Mobile","HomeGoods","Premium","Referral","Yes"
1012,"Tablet","Gaming","Free","Social_Media","No"
2647,"Mobile","Apparel","Basic","Organic","No"
3900,"Mobile","HomeGoods","Premium","Organic","No"
2039,"Mobile","Books","Free","Social_Media","No"
3064,"Mobile","Apparel","Premium","Organic","Yes"
1642,"Mobile","Books","Premium","Social_Media","Yes"
3840,"Desktop","Gaming","Premium","Paid_Ad","No"
2869,"Desktop","HomeGoods","Basic","Paid_Ad","Yes"
2937,"Mobile","Books","Free","Social_Media","Yes"
3153,"Tablet","HomeGoods","Free","Organic","No"
392,"Desktop","HomeGoods","Free","Paid_Ad","Yes"
3009,"Desktop","Gaming","Free","Referral","No"
2881,"Mobile","Apparel","Basic","Paid_Ad","No"
1950,"Desktop","HomeGoods","Premium","Referral","Yes"
2550,"Mobile","Books","Basic","Organic","No"
3936,"Desktop","HomeGoods","Free","Organic","No"
2710,"Mobile","HomeGoods","Premium","Paid_Ad","No"
1339,"Mobile","Books","Premium","Organic","No"
2595,"Desktop","Apparel","Free","Paid_Ad","No"
2813,"Mobile","Books","Basic","Referral","No"
2018,"Mobile","Electronics","Basic","Referral","Yes"
907,"Desktop","Apparel","Basic","Paid_Ad","No"
363,"Mobile","Books","Basic","Organic","Yes"
3322,"Mobile","Books","Premium","Paid_Ad","No"
3889,"Desktop","Electronics","Premium","Referral","No"
1664,"Mobile","Gaming","Free","Paid_Ad","No"
1485,"Desktop","Electronics","Basic","Paid_Ad","No"
2654,"Desktop","Gaming","Premium","Organic","Yes"
421,"Desktop","Electronics","Basic","Referral","No"
3867,"Desktop","Apparel","Basic","Organic","Yes"
2699,"Mobile","Books","Premium","Referral","No"
1797,"Tablet","Electronics","Free","Referral","Yes"
1552,"Desktop","Gaming","Basic","Organic","No"
2119,"Desktop","Electronics","Basic","Social_Media","No"
2911,"Desktop","Electronics","Premium","Paid_Ad","Yes"
2056,"Mobile","HomeGoods","Free","Referral","Yes"
822,"Mobile","Gaming","Free","Paid_Ad","No"
3203,"Desktop","Apparel","Premium","Referral","Yes"
109,"Tablet","HomeGoods","Premium","Organic","Yes"
2697,"Tablet","Electronics","Premium","Social_Media","No"
2120,"Desktop","Gaming","Premium","Organic","Yes"
1731,"Desktop","Gaming","Basic","Paid_Ad","Yes"
3430,"Mobile","Electronics","Basic","Paid_Ad","No"
3475,"Desktop","Books","Basic","Social_Media","No"
3854,"Desktop","Books","Free","Paid_Ad","Yes"
2412,"Mobile","HomeGoods","Premium","Organic","No"
1252,"Desktop","HomeGoods","Basic","Organic","Yes"
639,"Desktop","Electronics","Basic","Referral","No"
1473,"Mobile","Electronics","Premium","Referral","Yes"
1655,"Desktop","Apparel","Free","Referral","No"
2446,"Mobile","Electronics","Premium","Paid_Ad","No"
2965,"Tablet","Gaming","Basic","Organic","Yes"
2571,"Desktop","HomeGoods","Premium","Organic","No"
2620,"Mobile","Electronics","Premium","Paid_Ad","Yes"
2024,"Mobile","HomeGoods","Free","Organic","Yes"
1389,"Desktop","Books","Free","Social_Media","No"
1145,"Desktop","Electronics","Premium","Referral","Yes"
2356,"Mobile","Books","Premium","Organic","Yes"
2443,"Mobile","Apparel","Premium","Organic","Yes"
745,"Desktop","Gaming","Basic","Organic","No"
2593,"Mobile","Books","Basic","Organic","No"
2345,"Mobile","Books","Free","Organic","No"
3648,"Desktop","Electronics","Premium","Organic","No"
2275,"Tablet","Books","Basic","Organic","Yes"
889,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
3286,"Mobile","Electronics","Premium","Paid_Ad","Yes"
372,"Desktop","Books","Basic","Organic","Yes"
2541,"Mobile","Apparel","Free","Organic","No"
3992,"Desktop","Books","Free","Paid_Ad","No"
3685,"Desktop","Electronics","Premium","Paid_Ad","Yes"
2947,"Mobile","Electronics","Basic","Social_Media","Yes"
1805,"Mobile","Apparel","Free","Referral","No"
2851,"Desktop","Books","Basic","Social_Media","Yes"
2298,"Mobile","Apparel","Basic","Referral","Yes"
1015,"Mobile","HomeGoods","Basic","Organic","Yes"
3244,"Mobile","HomeGoods","Free","Paid_Ad","No"
3381,"Desktop","Books","Basic","Organic","No"
3825,"Desktop","Books","Basic","Organic","Yes"
2829,"Desktop","Books","Basic","Paid_Ad","Yes"
910,"Tablet","Gaming","Free","Organic","Yes"
1893,"Desktop","Electronics","Basic","Paid_Ad","No"
2883,"Mobile","HomeGoods","Free","Social_Media","No"
2255,"Mobile","HomeGoods","Basic","Paid_Ad","Yes"
3610,"Mobile","Electronics","Basic","Paid_Ad","No"
3769,"Desktop","Electronics","Basic","Paid_Ad","No"
945,"Mobile","Apparel","Basic","Social_Media","No"
816,"Mobile","Books","Basic","Organic","Yes"
2426,"Mobile","Apparel","Basic","Referral","No"
3654,"Mobile","Books","Free","Paid_Ad","No"
3510,"Mobile","Books","Free","Paid_Ad","No"
2064,"Desktop","Books","Free","Paid_Ad","No"
2,"Mobile","Apparel","Free","Social_Media","No"
3901,"Mobile","HomeGoods","Free","Referral","Yes"
248,"Desktop","Gaming","Premium","Social_Media","No"
1342,"Mobile","Apparel","Basic","Paid_Ad","Yes"
2796,"Desktop","HomeGoods","Premium","Organic","Yes"
42,"Desktop","Electronics","Basic","Referral","No"
2985,"Mobile","Books","Free","Referral","No"
3395,"Mobile","HomeGoods","Free","Paid_Ad","No"
2638,"Mobile","Electronics","Premium","Paid_Ad","Yes"
2545,"Desktop","Gaming","Basic","Social_Media","Yes"
2383,"Desktop","Electronics","Premium","Organic","No"
3373,"Mobile","Books","Free","Organic","No"
2825,"Desktop","Gaming","Premium","Organic","No"
3898,"Desktop","Books","Basic","Referral","Yes"
3118,"Desktop","Electronics","Basic","Social_Media","No"
1248,"Desktop","Apparel","Basic","Organic","Yes"
120,"Desktop","Electronics","Premium","Paid_Ad","No"
3516,"Desktop","Apparel","Premium","Referral","No"
3841,"Tablet","Gaming","Basic","Referral","No"
3069,"Tablet","Apparel","Free","Social_Media","No"
24,"Desktop","HomeGoods","Basic","Organic","No"
3217,"Mobile","HomeGoods","Basic","Organic","Yes"
1060,"Desktop","Books","Basic","Organic","Yes"
704,"Mobile","HomeGoods","Basic","Social_Media","Yes"
2004,"Desktop","Apparel","Premium","Referral","Yes"
3651,"Desktop","Apparel","Premium","Referral","No"
2974,"Mobile","Books","Premium","Paid_Ad","No"
3427,"Mobile","Books","Premium","Organic","No"
2816,"Desktop","Gaming","Premium","Paid_Ad","Yes"
2102,"Tablet","HomeGoods","Free","Paid_Ad","No"
1496,"Desktop","Books","Basic","Organic","No"
66,"Desktop","Apparel","Premium","Social_Media","Yes"
953,"Tablet","HomeGoods","Premium","Organic","Yes"
856,"Desktop","HomeGoods","Basic","Social_Media","Yes"
132,"Desktop","Books","Basic","Organic","No"
244,"Desktop","HomeGoods","Premium","Referral","Yes"
1455,"Mobile","HomeGoods","Free","Referral","No"
3612,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
311,"Mobile","HomeGoods","Basic","Paid_Ad","No"
2095,"Desktop","Books","Premium","Organic","No"
2508,"Mobile","Gaming","Free","Paid_Ad","Yes"
2492,"Desktop","Gaming","Premium","Organic","Yes"
461,"Desktop","Electronics","Basic","Referral","Yes"
186,"Mobile","Apparel","Premium","Paid_Ad","No"
2205,"Desktop","Electronics","Free","Organic","Yes"
2938,"Mobile","HomeGoods","Free","Referral","No"
145,"Mobile","Apparel","Free","Social_Media","Yes"
1332,"Tablet","Apparel","Basic","Referral","No"
2354,"Mobile","Books","Premium","Organic","Yes"
842,"Desktop","Books","Basic","Organic","Yes"
146,"Desktop","Electronics","Premium","Organic","No"
2928,"Desktop","Apparel","Free","Paid_Ad","Yes"
1191,"Desktop","Electronics","Free","Paid_Ad","Yes"
325,"Mobile","HomeGoods","Basic","Referral","No"
2267,"Desktop","Electronics","Basic","Referral","Yes"
2163,"Tablet","Electronics","Basic","Organic","No"
1197,"Desktop","HomeGoods","Premium","Organic","Yes"
580,"Desktop","Electronics","Premium","Organic","No"
3982,"Desktop","Gaming","Basic","Organic","No"
2727,"Desktop","Apparel","Basic","Social_Media","No"
2359,"Desktop","Books","Free","Organic","No"
2063,"Tablet","Apparel","Premium","Paid_Ad","Yes"
2410,"Mobile","Gaming","Premium","Organic","Yes"
555,"Tablet","Gaming","Free","Organic","No"
1715,"Desktop","HomeGoods","Premium","Organic","No"
94,"Mobile","Gaming","Premium","Paid_Ad","No"
180,"Desktop","Electronics","Premium","Paid_Ad","Yes"
1461,"Mobile","Books","Free","Referral","No"
2662,"Mobile","Apparel","Basic","Paid_Ad","No"
2701,"Desktop","Books","Basic","Referral","No"
3563,"Mobile","HomeGoods","Basic","Referral","No"
2909,"Mobile","Gaming","Premium","Organic","Yes"
3423,"Mobile","Books","Free","Paid_Ad","No"
1314,"Desktop","Electronics","Basic","Referral","No"
1901,"Desktop","Electronics","Basic","Paid_Ad","Yes"
3232,"Desktop","Books","Basic","Organic","No"
2533,"Mobile","Apparel","Basic","Social_Media","No"
545,"Mobile","Books","Free","Paid_Ad","No"
3989,"Mobile","Books","Basic","Organic","No"
1969,"Desktop","HomeGoods","Premium","Paid_Ad","Yes"
3339,"Mobile","Books","Premium","Organic","Yes"
1069,"Mobile","Books","Basic","Referral","No"
2579,"Mobile","Books","Free","Social_Media","No"
381,"Mobile","Books","Free","Referral","Yes"
1678,"Desktop","Books","Basic","Referral","Yes"
2873,"Desktop","Gaming","Basic","Organic","Yes"
2891,"Mobile","Apparel","Free","Paid_Ad","No"
2013,"Mobile","Apparel","Free","Organic","Yes"
347,"Desktop","HomeGoods","Basic","Referral","No"
3911,"Tablet","Books","Basic","Paid_Ad","Yes"
1858,"Desktop","Electronics","Premium","Organic","Yes"
1184,"Mobile","HomeGoods","Basic","Referral","Yes"
2622,"Desktop","Gaming","Free","Social_Media","No"
1727,"Desktop","Apparel","Basic","Referral","No"
111,"Desktop","Electronics","Premium","Organic","Yes"
1519,"Mobile","Apparel","Free","Social_Media","No"
1650,"Mobile","Books","Free","Referral","No"
883,"Mobile","Apparel","Basic","Referral","Yes"
2707,"Desktop","Apparel","Premium","Organic","Yes"
700,"Desktop","Electronics","Free","Organic","Yes"
1265,"Desktop","Electronics","Premium","Referral","No"
3326,"Desktop","Apparel","Basic","Paid_Ad","No"
38,"Desktop","Electronics","Premium","Organic","Yes"
1772,"Mobile","Apparel","Basic","Paid_Ad","Yes"
2045,"Desktop","Gaming","Free","Paid_Ad","Yes"
3823,"Desktop","Books","Basic","Paid_Ad","Yes"
1760,"Mobile","Books","Premium","Organic","Yes"
425,"Mobile","Electronics","Basic","Organic","No"
1118,"Tablet","Gaming","Premium","Organic","Yes"
87,"Mobile","HomeGoods","Free","Organic","No"
3042,"Mobile","Books","Free","Organic","No"
501,"Mobile","Books","Basic","Social_Media","No"
1672,"Desktop","Electronics","Premium","Organic","No"
766,"Desktop","Books","Free","Organic","No"
1213,"Tablet","Books","Free","Organic","No"
1759,"Desktop","Apparel","Premium","Paid_Ad","No"
1278,"Tablet","Books","Premium","Referral","Yes"
3424,"Desktop","Electronics","Free","Organic","Yes"
2296,"Mobile","Gaming","Premium","Paid_Ad","No"
1584,"Desktop","HomeGoods","Basic","Social_Media","Yes"
217,"Tablet","Books","Free","Organic","No"
1347,"Tablet","Electronics","Free","Organic","No"
3826,"Desktop","Gaming","Basic","Organic","Yes"
2415,"Tablet","Gaming","Free","Social_Media","No"
660,"Mobile","Apparel","Free","Paid_Ad","No"
1618,"Mobile","Gaming","Free","Organic","Yes"
4000,"Mobile","Books","Basic","Organic","Yes"
2295,"Mobile","Electronics","Premium","Social_Media","Yes"
3392,"Mobile","Gaming","Basic","Organic","Yes"
447,"Mobile","Apparel","Premium","Referral","No"
1624,"Tablet","Books","Basic","Organic","Yes"
2497,"Mobile","Books","Premium","Organic","No"
622,"Desktop","Books","Basic","Referral","No"
224,"Desktop","Books","Free","Social_Media","No"
1421,"Desktop","Electronics","Basic","Organic","No"
3095,"Mobile","HomeGoods","Premium","Referral","No"
276,"Mobile","HomeGoods","Premium","Paid_Ad","No"
1705,"Mobile","Apparel","Premium","Paid_Ad","No"
3061,"Desktop","Apparel","Basic","Organic","No"
3180,"Tablet","Apparel","Free","Organic","No"
3859,"Desktop","Books","Basic","Paid_Ad","Yes"
127,"Mobile","Gaming","Premium","Referral","No"
3029,"Desktop","Books","Basic","Social_Media","Yes"
2323,"Desktop","Books","Free","Referral","Yes"
1848,"Desktop","Apparel","Premium","Referral","Yes"
1687,"Mobile","Gaming","Premium","Social_Media","Yes"
3557,"Desktop","Gaming","Basic","Organic","Yes"
3365,"Mobile","Apparel","Free","Paid_Ad","No"
225,"Desktop","HomeGoods","Free","Paid_Ad","No"
2740,"Desktop","HomeGoods","Free","Paid_Ad","Yes"
448,"Mobile","HomeGoods","Basic","Organic","Yes"
2254,"Desktop","Books","Basic","Organic","No"
3396,"Mobile","Gaming","Basic","Paid_Ad","Yes"
3934,"Mobile","Electronics","Basic","Referral","No"
1726,"Mobile","HomeGoods","Free","Paid_Ad","No"
366,"Desktop","Gaming","Premium","Referral","No"
2679,"Desktop","Electronics","Basic","Social_Media","No"
1474,"Desktop","HomeGoods","Basic","Organic","No"
2363,"Desktop","Gaming","Premium","Organic","Yes"
2495,"Desktop","Electronics","Free","Organic","No"
1377,"Mobile","Gaming","Free","Social_Media","Yes"
1284,"Desktop","Electronics","Free","Referral","No"
2999,"Mobile","Apparel","Basic","Paid_Ad","No"
1454,"Desktop","Gaming","Premium","Referral","Yes"
2248,"Mobile","Books","Premium","Organic","No"
1586,"Tablet","Apparel","Basic","Organic","Yes"
1587,"Tablet","Apparel","Basic","Paid_Ad","Yes"
629,"Desktop","Gaming","Premium","Social_Media","Yes"
864,"Mobile","Books","Free","Organic","No"
738,"Mobile","Gaming","Premium","Social_Media","No"
2061,"Desktop","Books","Free","Referral","No"
3031,"Desktop","Electronics","Premium","Paid_Ad","Yes"
725,"Tablet","Books","Free","Organic","No"
2681,"Desktop","Gaming","Basic","Organic","No"
1114,"Desktop","HomeGoods","Premium","Paid_Ad","Yes"
1558,"Desktop","Books","Basic","Organic","No"
36,"Mobile","Books","Premium","Social_Media","Yes"
11,"Mobile","Books","Basic","Referral","No"
3374,"Mobile","HomeGoods","Basic","Paid_Ad","No"
1411,"Mobile","HomeGoods","Free","Social_Media","No"
1146,"Mobile","Books","Premium","Referral","Yes"
666,"Tablet","Books","Basic","Social_Media","No"
2496,"Mobile","Books","Free","Social_Media","No"
2392,"Mobile","HomeGoods","Premium","Paid_Ad","No"
986,"Desktop","Apparel","Free","Organic","No"
797,"Desktop","HomeGoods","Basic","Organic","No"
3470,"Desktop","Books","Premium","Paid_Ad","No"
3252,"Desktop","Books","Basic","Organic","No"
721,"Desktop","HomeGoods","Premium","Organic","No"
1701,"Desktop","Electronics","Premium","Organic","Yes"
1575,"Desktop","HomeGoods","Basic","Paid_Ad","Yes"
971,"Desktop","Electronics","Premium","Social_Media","Yes"
1560,"Desktop","Electronics","Premium","Organic","Yes"
2554,"Mobile","Books","Basic","Organic","No"
1068,"Mobile","Books","Basic","Organic","No"
1867,"Desktop","Books","Basic","Organic","No"
45,"Desktop","Books","Free","Paid_Ad","No"
1090,"Tablet","Apparel","Basic","Organic","No"
2552,"Desktop","Books","Free","Paid_Ad","No"
1181,"Desktop","Gaming","Free","Social_Media","No"
165,"Desktop","HomeGoods","Premium","Paid_Ad","Yes"
954,"Tablet","HomeGoods","Basic","Organic","No"
3749,"Tablet","Apparel","Basic","Organic","Yes"
2477,"Desktop","Books","Free","Paid_Ad","Yes"
3888,"Mobile","Electronics","Basic","Organic","No"
1573,"Mobile","Apparel","Basic","Organic","Yes"
3873,"Desktop","HomeGoods","Free","Paid_Ad","Yes"
1066,"Tablet","Gaming","Free","Organic","No"
912,"Mobile","HomeGoods","Premium","Paid_Ad","No"
3974,"Mobile","Books","Basic","Referral","Yes"
3384,"Mobile","Apparel","Free","Paid_Ad","No"
2790,"Mobile","Electronics","Premium","Referral","Yes"
2423,"Desktop","Electronics","Premium","Paid_Ad","No"
2738,"Desktop","HomeGoods","Premium","Referral","No"
1358,"Desktop","HomeGoods","Premium","Organic","Yes"
1442,"Mobile","Electronics","Basic","Paid_Ad","No"
2808,"Mobile","Electronics","Basic","Organic","Yes"
2242,"Desktop","HomeGoods","Basic","Referral","Yes"
3159,"Mobile","Apparel","Basic","Paid_Ad","No"
2222,"Desktop","Apparel","Free","Referral","No"
2256,"Tablet","HomeGoods","Basic","Organic","No"
1397,"Tablet","HomeGoods","Basic","Social_Media","Yes"
635,"Mobile","Books","Free","Organic","Yes"
919,"Mobile","Apparel","Basic","Paid_Ad","Yes"
1548,"Mobile","Electronics","Free","Paid_Ad","No"
409,"Mobile","HomeGoods","Premium","Social_Media","Yes"
2263,"Tablet","Gaming","Premium","Paid_Ad","No"
1456,"Desktop","Apparel","Premium","Referral","No"
3933,"Desktop","Books","Premium","Social_Media","No"
242,"Desktop","Books","Premium","Organic","No"
1360,"Desktop","Electronics","Free","Paid_Ad","No"
1479,"Mobile","Books","Basic","Organic","No"
464,"Mobile","HomeGoods","Free","Paid_Ad","Yes"
3868,"Desktop","HomeGoods","Premium","Organic","No"
2176,"Tablet","Electronics","Free","Social_Media","No"
1781,"Mobile","Gaming","Premium","Organic","Yes"
2795,"Desktop","Apparel","Premium","Paid_Ad","No"
3776,"Tablet","Books","Free","Paid_Ad","No"
201,"Desktop","HomeGoods","Basic","Referral","No"
3198,"Tablet","Electronics","Basic","Referral","Yes"
3924,"Desktop","Gaming","Premium","Referral","No"
3315,"Desktop","Apparel","Free","Social_Media","No"
297,"Mobile","Electronics","Premium","Organic","No"
3100,"Desktop","Electronics","Basic","Organic","Yes"
113,"Tablet","HomeGoods","Basic","Organic","Yes"
3939,"Mobile","Gaming","Basic","Social_Media","No"
774,"Mobile","Gaming","Basic","Social_Media","Yes"
2973,"Tablet","Gaming","Basic","Social_Media","No"
1697,"Desktop","HomeGoods","Premium","Paid_Ad","No"
3044,"Mobile","Apparel","Premium","Paid_Ad","No"
1209,"Desktop","Gaming","Basic","Organic","No"
19,"Desktop","HomeGoods","Basic","Referral","Yes"
3208,"Tablet","HomeGoods","Basic","Paid_Ad","Yes"
2540,"Desktop","Apparel","Basic","Organic","No"
135,"Desktop","Books","Basic","Referral","No"
161,"Desktop","Apparel","Free","Organic","No"
3324,"Mobile","HomeGoods","Basic","Organic","No"
3875,"Mobile","Apparel","Free","Referral","No"
703,"Mobile","Gaming","Free","Referral","Yes"
212,"Mobile","Books","Free","Organic","No"
3134,"Mobile","Electronics","Free","Organic","Yes"
2427,"Mobile","Apparel","Premium","Organic","No"
1287,"Desktop","HomeGoods","Free","Organic","No"
1550,"Mobile","Apparel","Free","Social_Media","No"
3263,"Mobile","HomeGoods","Free","Organic","Yes"
534,"Tablet","Electronics","Basic","Organic","No"
3267,"Desktop","HomeGoods","Free","Referral","No"
518,"Mobile","Electronics","Free","Referral","Yes"
1763,"Mobile","HomeGoods","Free","Social_Media","Yes"
3067,"Mobile","Apparel","Basic","Referral","No"
2049,"Desktop","Apparel","Free","Paid_Ad","No"
1959,"Mobile","Gaming","Basic","Paid_Ad","No"
1051,"Desktop","Electronics","Premium","Organic","Yes"
2598,"Tablet","Gaming","Basic","Paid_Ad","No"
270,"Mobile","HomeGoods","Free","Paid_Ad","No"
2964,"Desktop","Electronics","Premium","Social_Media","Yes"
1383,"Desktop","Books","Free","Paid_Ad","No"
2820,"Desktop","Gaming","Basic","Paid_Ad","No"
1791,"Mobile","HomeGoods","Basic","Referral","No"
2023,"Tablet","Gaming","Basic","Organic","No"
56,"Mobile","Electronics","Free","Social_Media","Yes"
693,"Desktop","Electronics","Free","Paid_Ad","Yes"
255,"Mobile","Apparel","Free","Paid_Ad","No"
821,"Mobile","Apparel","Premium","Paid_Ad","No"
3469,"Tablet","Books","Premium","Organic","Yes"
1939,"Mobile","Electronics","Premium","Organic","No"
433,"Mobile","Electronics","Premium","Paid_Ad","Yes"
2605,"Tablet","Electronics","Premium","Paid_Ad","Yes"
3255,"Mobile","Books","Basic","Organic","No"
567,"Mobile","Gaming","Premium","Organic","No"
199,"Mobile","Apparel","Basic","Organic","No"
3388,"Desktop","Electronics","Premium","Paid_Ad","No"
1872,"Desktop","Books","Free","Paid_Ad","Yes"
407,"Mobile","HomeGoods","Free","Referral","No"
2207,"Mobile","HomeGoods","Premium","Organic","Yes"
3212,"Mobile","Apparel","Free","Social_Media","No"
55,"Mobile","Gaming","Basic","Organic","No"
2204,"Mobile","Books","Premium","Referral","Yes"
1077,"Mobile","Apparel","Basic","Paid_Ad","Yes"
1211,"Mobile","Books","Free","Referral","Yes"
3494,"Mobile","Gaming","Basic","Paid_Ad","Yes"
173,"Mobile","Apparel","Free","Referral","No"
326,"Mobile","Apparel","Free","Social_Media","Yes"
158,"Desktop","Books","Premium","Organic","Yes"
3340,"Mobile","HomeGoods","Free","Referral","No"
216,"Desktop","Apparel","Free","Referral","No"
2584,"Desktop","HomeGoods","Premium","Referral","Yes"
1453,"Mobile","Apparel","Basic","Organic","No"
3182,"Mobile","Apparel","Premium","Social_Media","Yes"
385,"Desktop","Books","Premium","Referral","Yes"
3577,"Desktop","Electronics","Basic","Social_Media","Yes"
2661,"Desktop","Electronics","Premium","Referral","Yes"
3219,"Tablet","Apparel","Premium","Social_Media","No"
2170,"Mobile","Apparel","Free","Organic","No"
2148,"Desktop","Electronics","Premium","Referral","No"
1431,"Mobile","Apparel","Free","Paid_Ad","No"
3190,"Mobile","Apparel","Basic","Organic","Yes"
1053,"Desktop","HomeGoods","Basic","Referral","No"
2021,"Desktop","Books","Premium","Organic","No"
7,"Tablet","Books","Basic","Referral","No"
2068,"Mobile","Books","Basic","Social_Media","Yes"
764,"Desktop","HomeGoods","Basic","Referral","No"
1270,"Mobile","Books","Free","Social_Media","No"
3014,"Mobile","Books","Premium","Referral","No"
2362,"Tablet","HomeGoods","Premium","Social_Media","No"
2124,"Mobile","Books","Basic","Social_Media","No"
1669,"Desktop","Books","Premium","Paid_Ad","Yes"
2297,"Mobile","Electronics","Premium","Paid_Ad","Yes"
64,"Desktop","HomeGoods","Premium","Referral","Yes"
2408,"Tablet","Electronics","Basic","Paid_Ad","No"
2258,"Tablet","Gaming","Basic","Organic","No"
3976,"Mobile","Apparel","Basic","Referral","No"
875,"Desktop","Books","Basic","Paid_Ad","Yes"
